"Story","Title","Result","Date","Stability","Duration (s)"
"Compra con Autenticación exitosa","Compra con Autenticación de usuario exitosa.","SUCCESS","2025-06-26T12:36:46.1064625-05:00[America/Guayaquil]","0.0","43.4"
