"Story","Title","Result","Date","Stability","Duration (s)"
"Compra con Autenticación exitosa","Compra con Autenticación de usuario exitosa.","SUCCESS","2025-06-26T10:43:58.6092039-05:00[America/Guayaquil]","0.0","22.39"
