"Story","Title","Result","Date","Stability","Duration (s)"
"Compra con Autenticación exitosa","Compra con Autenticación de usuario exitosa.","PENDING","2025-06-26T10:25:56.9257788-05:00[America/Guayaquil]","0.0","0.15"
